RunID,UserID,Distance,RunTime,Date,Location,Image,Post,Likes
499,50,0.9,0:10:06,2018-10-11 06:43:58,"Oklahoma City, OK",,Nullam mollis ex non malesuada tempor.,0
500,21,10.5,1:33:58,2018-05-05 21:59:48,"Union City, NJ",,Quisque consequat elementum malesuada.,0
501,52,7.1,0:51:00,2019-04-18 10:09:28,"Gallipolis, OH",,Donec ac porta turpis.,0
502,74,6.8,1:16:03,2020-02-26 17:21:52,"Laurel, MD",IMG0261,"Sed ex mauris, maximus nec scelerisque eget, ultrices sit amet ex. Sed at dolor a nisi consequat ultrices interdum sed mauris. Morbi imperdiet augue nibh, eget consequat enim hendrerit et.",0
503,33,2.9,0:33:36,2018-04-20 15:31:39,"Marquette, MI",IMG0262,Sed sed est dignissim ex molestie commodo. Proin elementum leo vitae commodo porta. Maecenas interdum varius imperdiet. Morbi vel nunc lacus. Etiam elementum mattis tellus ac ultricies.,0
504,27,12.9,2:22:07,2018-09-25 15:25:29,"Chicago, IL",,"Cras convallis erat et ante maximus dapibus. Mauris pellentesque sodales lacus, at tempor felis ultricies eget. Pellentesque lacinia quis neque eu lobortis. Phasellus nibh lorem, pellentesque ac aliquet et, vulputate nec orci.",0
505,52,12.8,1:31:57,2018-04-28 16:33:40,"Springfield, IL",IMG0263,"Vestibulum volutpat pharetra purus quis aliquam. Aenean aliquet nisl erat, vel molestie neque congue sed. Vivamus nibh ante, dapibus nec mauris nec, elementum ornare purus. Sed accumsan risus vitae lacus bibendum, porta aliquam metus imperdiet. Vivamus hendrerit diam ac venenatis consectetur.",0
506,87,7.5,1:02:08,2018-07-22 20:48:13,"Moore, OK",,,0
507,27,11.0,2:00:27,2018-02-11 15:09:15,"Virginia Beach, VA",IMG0264,"Interdum et malesuada fames ac ante ipsum primis in faucibus. Curabitur elementum convallis felis eu blandit. In sit amet quam quis nisi sodales efficitur. Pellentesque tincidunt pharetra magna, non maximus eros congue nec.",0
508,28,9.0,1:34:57,2018-11-06 16:30:41,"Sarasota, FL",IMG0265,"Nulla feugiat, felis vel vehicula consequat, elit urna bibendum justo, quis accumsan metus augue et leo. Cras egestas sit amet ligula a dapibus.",0
509,7,6.5,1:23:44,2019-02-07 01:12:49,"Beaumont, TX",IMG0266,Integer quis porttitor ipsum.,0
510,7,6.5,1:14:00,2019-11-01 04:24:53,"Torrance, CA",,"Pellentesque dolor ante, tincidunt eget dignissim non, efficitur at neque. In maximus velit dui, venenatis iaculis tellus hendrerit eu.",0
511,45,3.4,0:37:24,2018-08-28 15:36:20,"New York, NY",IMG0267,"Sed nunc felis, varius nec diam viverra, tempus vulputate mauris. Phasellus malesuada nunc at volutpat commodo. Donec quis tincidunt neque.",0
512,67,14.2,2:48:30,2019-11-18 00:28:00,"Buffalo Grove, IL",IMG0268,"Vivamus tincidunt dignissim dolor, a scelerisque massa placerat vitae.",0
513,56,9.7,1:39:45,2018-07-07 23:33:20,"Kearns, UT",IMG0269,,0
514,57,11.4,1:43:22,2018-04-25 20:17:22,"Los Angeles, CA",IMG0270,"Vivamus accumsan sit amet nunc ut tincidunt. In elit odio, dignissim et interdum in, ornare quis sem. Aenean leo purus, bibendum et ornare ac, dictum nec tortor. Quisque egestas sem ut tellus posuere, at fringilla quam feugiat.",0
515,70,12.7,1:44:34,2019-03-04 13:15:08,"Jefferson City, MO",IMG0271,"Aenean luctus est eu neque ultrices iaculis. Interdum et malesuada fames ac ante ipsum primis in faucibus. Etiam elementum mattis tellus ac ultricies. Nulla nisl orci, malesuada quis mi id, consequat efficitur ante.",0
516,85,6.3,0:45:15,2018-11-09 11:55:08,"Washington, DC",IMG0272,"In pharetra leo non nibh auctor, sit amet dictum lacus vestibulum. Praesent eu hendrerit justo. Cras convallis erat et ante maximus dapibus. Nullam eu ullamcorper neque.",0
517,19,1.7,0:14:41,2018-03-16 06:15:58,"Dallas, TX",,"Nullam eu congue nulla. Sed mauris eros, facilisis finibus ante eu, gravida congue nibh. Morbi luctus eleifend orci, ac sodales orci blandit eget. Quisque lobortis, augue et laoreet consectetur, nunc elit mollis ex, quis venenatis est neque quis est.",0
518,0,9.0,1:23:42,2020-01-15 23:16:27,"Ukiah, CA",,"Donec efficitur, enim posuere lacinia consectetur, ligula mi tempus augue, et dapibus magna justo non nibh. Aenean aliquet nisl erat, vel molestie neque congue sed. Cras id ornare nisi. In hac habitasse platea dictumst.",0
519,93,1.0,0:09:37,2018-12-05 06:29:18,"Minneapolis, MN",IMG0273,"Fusce porta, lectus id sagittis placerat, mi lorem placerat diam, in condimentum tortor nunc eu risus. Donec cursus sed mi pretium maximus. Vestibulum erat nunc, faucibus nec fermentum et, vestibulum sit amet orci. Quisque efficitur pellentesque eros sit amet aliquet.",0
520,50,7.5,0:46:38,2018-03-27 12:09:18,"Bodcaw, AR",IMG0274,"Vestibulum leo nibh, convallis vitae ligula venenatis, convallis pharetra tortor. In sit amet quam quis nisi sodales efficitur.",0
521,90,6.3,1:10:02,2018-10-28 20:16:35,"Marquette, MI",IMG0275,"Aenean sit amet mollis mauris, id facilisis libero. Donec eget odio lectus. Etiam tempor imperdiet porta.",0
522,44,1.5,0:14:28,2019-05-24 19:01:20,"Sharonville, OH",IMG0276,"Cras ut nibh sem. Nullam eu ullamcorper neque. Donec tempus, est eu varius pellentesque, nisi augue tincidunt velit, eu suscipit odio velit ut felis. Proin vel tempus erat.",0
523,28,13.1,1:54:24,2018-10-28 02:55:57,"Corpus Christi, TX",IMG0277,Donec et mi magna. Sed varius luctus mollis. Sed id pellentesque arcu. Cras dapibus justo non dolor rhoncus gravida.,0
524,74,7.8,1:15:24,2019-01-11 23:43:38,"Philadelphia, PA",,,0
525,3,1.1,0:11:28,2018-02-27 15:03:14,"Saginaw, MI",,"Sed nunc felis, varius nec diam viverra, tempus vulputate mauris. Vivamus nibh ante, dapibus nec mauris nec, elementum ornare purus. Aliquam ac ornare ipsum, in mollis ipsum.",0
526,24,1.0,0:11:39,2019-07-20 09:18:47,"Mount Blanchard, OH",IMG0278,Sed et lacus ac ligula congue posuere eu ut risus.,0
527,86,2.2,0:24:08,2019-05-23 16:58:18,"Warren, OH",,"Donec tempus, est eu varius pellentesque, nisi augue tincidunt velit, eu suscipit odio velit ut felis. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",0
528,46,1.8,0:22:08,2018-08-07 07:52:08,"Las Vegas, NV",,"Quisque facilisis lacus at neque aliquam, ut ultricies justo luctus. Ut imperdiet hendrerit elit, ut hendrerit sapien commodo vitae. Quisque efficitur pellentesque eros sit amet aliquet.",0
529,99,4.2,0:36:32,2020-02-08 00:19:47,"Anaheim, CA",IMG0279,"Nullam eu ullamcorper neque. Proin convallis tincidunt velit, non consectetur elit ornare vel. Aenean auctor venenatis ante et tincidunt. Nullam eu congue nulla.",0
530,60,7.5,1:16:30,2018-01-30 22:02:59,"Atlanta, GA",,,0
531,10,4.5,0:28:08,2018-09-30 13:03:42,"Chicago, IL",IMG0280,"Vestibulum gravida eros ut augue suscipit, in porta nibh eleifend. Donec quis tincidunt neque.",0
532,4,4.7,0:43:14,2019-08-21 12:28:10,"Houston, TX",,"Vivamus hendrerit diam ac venenatis consectetur. Nunc non mollis augue. Aenean eget nisi ipsum. Aliquam ac ornare ipsum, in mollis ipsum. Sed at dolor a nisi consequat ultrices interdum sed mauris.",0
533,47,14.9,1:29:24,2019-03-28 16:41:23,"Binghamton, NY",IMG0281,"Vivamus accumsan sit amet nunc ut tincidunt. Nam quam turpis, tempor finibus dictum aliquam, accumsan eget purus.",0
534,19,7.3,1:16:10,2018-09-09 05:37:54,"Laurel, MD",,,0
535,28,13.4,2:19:22,2018-10-01 04:48:43,"Tampa, FL",,"Cras dapibus justo non dolor rhoncus gravida. Donec vitae pharetra dui. Duis feugiat enim at eleifend pulvinar. Quisque lobortis, augue et laoreet consectetur, nunc elit mollis ex, quis venenatis est neque quis est.",0
536,68,6.2,1:09:14,2018-01-30 13:37:11,"Bunkie, LA",,Curabitur elementum convallis felis eu blandit. Aliquam erat volutpat.,0
537,50,3.0,0:33:54,2018-07-19 03:29:52,"Allentown, PA",IMG0282,"Aliquam ac ornare ipsum, in mollis ipsum. Sed sagittis sem non odio condimentum vulputate vel ut risus. Nulla feugiat, felis vel vehicula consequat, elit urna bibendum justo, quis accumsan metus augue et leo. Phasellus aliquam pharetra mauris at consequat.",0
538,23,3.9,0:41:32,2020-02-07 04:10:35,"Philadelphia, DE",,Aenean blandit massa eget aliquam ultrices. Sed ac fringilla massa.,0
539,71,9.1,1:14:37,2018-04-21 12:02:39,"Midlands, TX",IMG0283,Donec ac porta turpis. Nam a ornare leo.,0
540,49,2.7,0:16:26,2018-04-29 06:09:35,"Kansas City, MO",,Curabitur dapibus id orci et hendrerit. Nullam nec libero sed risus vehicula vulputate. Aliquam sed justo mauris. Quisque laoreet lacus eu mi hendrerit auctor.,0
541,60,9.8,1:21:30,2018-09-09 22:31:49,"Madisonville, KY",IMG0284,,0
542,39,0.7,0:07:54,2019-01-10 10:48:37,"Santa Clara, CA",,"Quisque facilisis lacus at neque aliquam, ut ultricies justo luctus.",0
543,98,3.9,0:26:39,2019-10-12 22:50:57,"Amasa, MI",IMG0285,"Pellentesque venenatis nisi dolor, in dictum arcu accumsan nec.",0
544,87,5.2,1:03:42,2019-04-29 18:55:19,"Hurley, MO",,,0
545,1,13.3,1:49:44,2018-12-13 18:55:18,"Minneapolis, MN",IMG0286,"Quisque pharetra est augue, et bibendum quam pulvinar ac.",0
546,57,13.4,1:36:15,2019-10-18 04:11:56,"Isle Of Palms, SC",IMG0287,Mauris ultrices viverra viverra. Vivamus accumsan sit amet nunc ut tincidunt.,0
547,30,2.2,0:17:36,2018-03-17 04:56:29,"St Michaels, AZ",,Nulla facilisi.,0
548,6,3.0,0:29:51,2019-11-04 12:10:40,"Portland, PA",,"Quisque efficitur pellentesque eros sit amet aliquet. Sed eget vehicula nisi, id cursus risus. Nulla viverra mauris in justo tincidunt, quis cursus massa sagittis. In elit odio, dignissim et interdum in, ornare quis sem. Sed accumsan risus vitae lacus bibendum, porta aliquam metus imperdiet.",0
549,19,8.8,1:40:54,2019-06-30 09:44:26,"Gardena, CA",,Sed ac fringilla massa. Donec et mi magna. Suspendisse potenti. Nam a ornare leo. Cras egestas sit amet ligula a dapibus.,0
550,3,8.6,1:48:22,2019-05-06 07:58:15,"New York, NY",IMG0288,Donec vitae pharetra dui.,0
551,4,0.5,0:04:24,2019-04-30 19:45:44,"Houston, TX",IMG0289,,0
552,75,3.2,0:31:57,2020-02-09 06:03:11,"Doral, FL",,,0
553,17,2.7,0:28:32,2019-03-12 11:56:02,"Lexington, KY",IMG0290,Sed et lacus ac ligula congue posuere eu ut risus. Aenean eget nisi ipsum.,0
554,11,0.6,0:04:32,2018-08-04 20:55:04,"Anchorage, AK",IMG0291,"Sed at dolor a nisi consequat ultrices interdum sed mauris. Donec vehicula massa a est tristique, et tristique metus consectetur. Maecenas interdum porttitor urna ac dapibus. Ut et lacus a elit sodales blandit.",0
555,68,11.1,1:09:22,2019-07-27 11:55:38,"Cleveland, OH",IMG0292,"Vestibulum leo nibh, convallis vitae ligula venenatis, convallis pharetra tortor. Duis congue elementum consectetur. Nullam fermentum imperdiet molestie. Vivamus hendrerit diam ac venenatis consectetur.",0
556,32,8.8,1:42:22,2019-05-25 07:22:00,"Sayreville, NJ",IMG0293,"Nullam eu pulvinar tortor. Vestibulum rhoncus nisl vel dolor iaculis, feugiat finibus neque euismod. Cras ut nibh sem. Phasellus aliquam pharetra mauris at consequat.",0
557,48,9.3,1:00:46,2019-10-10 12:14:04,"Santa Fe Springs, CA",IMG0294,Aenean blandit massa eget aliquam ultrices. Duis quis bibendum velit. Sed id pellentesque arcu.,0
558,83,13.6,2:47:03,2019-12-27 21:32:22,"Arlington, TX",,"Aenean sit amet mollis mauris, id facilisis libero. Curabitur elementum convallis felis eu blandit. Vivamus sagittis massa et turpis elementum, nec dictum augue sodales.",0
559,90,10.7,2:00:12,2018-08-31 14:31:02,"Lynchburg, VA",IMG0295,Cras placerat at dolor in congue.,0
560,18,6.3,1:05:25,2019-04-13 10:26:54,"Dallas, TX",,"Mauris mattis felis sit amet nibh accumsan, sit amet tempus nisi maximus.",0
561,29,12.3,2:00:08,2019-09-26 03:56:19,"Westminster, CO",,,0
562,66,10.1,2:08:46,2019-03-21 06:05:26,"Birmingham, AL",IMG0296,,0
563,36,4.2,0:27:56,2019-01-09 18:20:28,"Houston, TX",IMG0297,"Proin vel tempus erat. Phasellus nibh lorem, pellentesque ac aliquet et, vulputate nec orci.",0
564,16,7.4,0:47:14,2018-03-26 14:31:15,"Chattanooga, TN",IMG0298,"Cras pellentesque leo risus, et volutpat orci mollis et. Cras dapibus justo non dolor rhoncus gravida. Mauris mattis felis sit amet nibh accumsan, sit amet tempus nisi maximus. Fusce porta, lectus id sagittis placerat, mi lorem placerat diam, in condimentum tortor nunc eu risus. Quisque laoreet lacus eu mi hendrerit auctor.",0
565,97,1.8,0:22:30,2018-09-09 13:43:14,"Olympia, WA",IMG0299,"Phasellus aliquam pharetra mauris at consequat. Donec non vulputate quam, et maximus dolor. Vivamus accumsan sit amet nunc ut tincidunt. Donec feugiat lobortis sem sit amet fringilla. Aliquam enim eros, luctus et fermentum sed, imperdiet at dolor.",0
566,70,11.1,1:41:56,2019-10-05 19:14:49,"Manhattan Beach, CA",,"Praesent at nunc fringilla, efficitur ipsum dapibus, auctor tellus. Aliquam pretium magna id consectetur congue.",0
567,82,1.8,0:20:47,2018-11-28 13:06:36,"Eugene, OR",,"Praesent eu hendrerit justo. Ut imperdiet hendrerit elit, ut hendrerit sapien commodo vitae. Donec pretium venenatis ultricies. In pharetra leo non nibh auctor, sit amet dictum lacus vestibulum. Nullam eu congue nulla.",0
568,62,1.4,0:12:51,2018-04-21 02:35:46,"Bloomfield Township, MI",IMG0300,"Fusce sit amet ultricies tellus. Aenean leo purus, bibendum et ornare ac, dictum nec tortor. Duis feugiat enim at eleifend pulvinar. Praesent elementum est ligula, vel cursus augue finibus eu. Proin convallis tincidunt velit, non consectetur elit ornare vel.",0
569,34,14.8,2:28:59,2018-07-07 01:18:28,"Seattle, WA",,"Nullam semper purus a sagittis efficitur. Quisque facilisis lacus at neque aliquam, ut ultricies justo luctus. Vivamus nibh ante, dapibus nec mauris nec, elementum ornare purus. Proin elementum leo vitae commodo porta. Sed varius luctus mollis.",0
570,64,1.2,0:11:28,2018-01-06 02:26:43,"Fort Wayne, IN",,"Sed sed est dignissim ex molestie commodo. In tincidunt velit pretium, sodales lectus eu, lobortis sapien. Duis feugiat enim at eleifend pulvinar. Phasellus nibh lorem, pellentesque ac aliquet et, vulputate nec orci. In placerat, felis convallis eleifend auctor, lectus eros ullamcorper nunc, ac eleifend justo metus lobortis magna.",0
571,46,6.3,1:13:24,2018-05-22 09:38:37,"Mobile, AL",,"Ut pharetra, ligula in luctus consequat, lorem magna accumsan ligula, eu sollicitudin eros dolor a sapien. Vestibulum quis massa eros.",0
572,50,13.2,1:44:04,2018-08-23 15:11:04,"Athens, TX",IMG0301,"Nullam mollis ex non malesuada tempor. Etiam elementum mattis tellus ac ultricies. Etiam blandit, arcu ut pharetra molestie, tortor felis pulvinar purus, sit amet egestas justo dolor eget nibh.",0
573,50,11.1,2:16:10,2019-10-19 12:15:34,"La Mesa, CA",,"Duis congue elementum consectetur. Donec non vulputate quam, et maximus dolor. Donec et mi magna.",0
574,45,14.0,2:02:02,2019-01-06 10:38:03,"Manhasset, NY",IMG0302,"Quisque egestas sem ut tellus posuere, at fringilla quam feugiat. Aliquam a suscipit eros. Nulla feugiat, felis vel vehicula consequat, elit urna bibendum justo, quis accumsan metus augue et leo.",0
575,9,13.1,1:48:04,2019-02-09 11:18:21,"Saint Louis, MO",IMG0303,,0
576,1,12.1,2:31:03,2019-08-05 00:19:20,"Norristown, PA",,"Nullam in fringilla mi, eu egestas nisi. Vestibulum gravida eros ut augue suscipit, in porta nibh eleifend. Nullam fermentum imperdiet molestie. Cras ut nibh sem.",0
577,96,6.3,0:49:46,2019-08-21 05:38:44,"Nekoosa, WI",,Aliquam sed justo mauris.,0
578,48,9.6,1:44:38,2019-12-20 20:38:26,"Raleigh, NC",,,0
579,26,3.5,0:27:56,2020-01-30 12:09:08,"Norristown, PA",,"Praesent a lacus vel velit ullamcorper venenatis. Aenean sit amet mollis mauris, id facilisis libero. In elit odio, dignissim et interdum in, ornare quis sem. Cras dapibus justo non dolor rhoncus gravida. Praesent elementum est ligula, vel cursus augue finibus eu.",0
580,53,2.8,0:34:38,2018-06-03 13:00:44,"Jackson, MS",,"In elit odio, dignissim et interdum in, ornare quis sem. Praesent sed venenatis est. Morbi luctus eleifend orci, ac sodales orci blandit eget. Mauris mattis felis sit amet nibh accumsan, sit amet tempus nisi maximus.",0
581,39,9.7,1:56:43,2019-04-29 08:45:03,"Baltimore, MD",IMG0304,,0
582,49,6.1,1:18:35,2018-05-21 23:18:58,"Dallas, TX",IMG0305,"Vestibulum ultrices quam ultricies, dictum dolor at, tempor elit.",0
583,68,13.4,2:53:45,2019-08-15 22:02:28,"Nashville, TN",IMG0306,"Vestibulum ultrices quam ultricies, dictum dolor at, tempor elit.",0
584,35,0.6,0:07:01,2020-02-03 10:30:57,"Westerville, OH",,"Praesent at elit a ante cursus mollis id et erat. Nulla mollis felis nibh, fermentum accumsan leo malesuada a. Donec tempus, est eu varius pellentesque, nisi augue tincidunt velit, eu suscipit odio velit ut felis. Morbi blandit egestas ante nec aliquam. Morbi scelerisque hendrerit pretium.",0
585,6,10.0,1:19:40,2018-04-20 06:40:23,"Lyme, VT",IMG0307,Proin sed imperdiet mauris. Etiam malesuada rhoncus condimentum. Donec feugiat lobortis sem sit amet fringilla. Curabitur elementum convallis felis eu blandit.,0
586,82,8.2,1:10:07,2020-01-06 12:38:43,"Wichita Falls, TX",IMG0308,"Donec efficitur, enim posuere lacinia consectetur, ligula mi tempus augue, et dapibus magna justo non nibh. Aenean congue faucibus ex non mattis.",0
587,53,6.6,1:20:05,2019-05-30 11:26:06,"Seymour, IN",IMG0309,"Mauris pellentesque sodales lacus, at tempor felis ultricies eget. Etiam blandit, arcu ut pharetra molestie, tortor felis pulvinar purus, sit amet egestas justo dolor eget nibh. Aliquam a suscipit eros.",0
588,84,3.0,0:38:51,2018-03-16 00:54:33,"Tempe, AZ",IMG0310,"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Sed pharetra, tortor nec elementum molestie, ipsum lorem commodo orci, non finibus lorem eros quis nulla.",0
589,52,5.6,1:00:23,2019-02-03 05:21:53,"Las Vegas, NV",IMG0311,Cras egestas sit amet ligula a dapibus.,0
590,30,5.6,0:58:14,2018-08-26 08:22:28,"Tulsa, OK",,"Sed ac fringilla massa. Vestibulum gravida eros ut augue suscipit, in porta nibh eleifend.",0
591,14,8.0,1:32:08,2019-07-28 10:59:39,"York, PA",IMG0312,,0
592,65,7.7,1:27:08,2019-03-02 01:15:22,"Indianapolis, IN",IMG0313,Vivamus hendrerit diam ac venenatis consectetur.,0
593,31,4.0,0:38:52,2019-09-24 09:56:23,"Tukwila, WA",IMG0314,"Vestibulum erat nunc, faucibus nec fermentum et, vestibulum sit amet orci. Duis blandit sagittis facilisis.",0
594,32,7.5,1:05:30,2019-11-27 04:13:50,"Williams Bay, WI",IMG0315,Sed at dolor a nisi consequat ultrices interdum sed mauris.,0
595,64,6.2,0:38:45,2018-09-25 13:45:36,"San Jose, CA",IMG0316,Fusce ac lectus. Aenean suscipit at ante at aliquam. Sed sed est dignissim ex molestie commodo.,0
596,72,4.8,0:43:02,2019-02-01 05:29:49,"San Jose, CA",,"Nullam eu pulvinar tortor. Phasellus aliquam pharetra mauris at consequat. Vestibulum volutpat pharetra purus quis aliquam. Nunc non mollis augue. Phasellus nibh lorem, pellentesque ac aliquet et, vulputate nec orci.",0
597,4,8.3,1:16:30,2019-04-27 00:23:21,"New Brunswick, NJ",IMG0317,"Quisque efficitur diam ornare, vestibulum tellus vel, finibus nibh. Donec aliquam nec odio convallis pellentesque. Praesent at elit a ante cursus mollis id et erat. Interdum et malesuada fames ac ante ipsum primis in faucibus. Phasellus nibh lorem, pellentesque ac aliquet et, vulputate nec orci.",0
598,36,2.1,0:15:07,2018-11-03 12:03:24,"Fort Collins, CO",,"Nullam semper purus a sagittis efficitur. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Integer luctus augue augue, scelerisque dignissim velit laoreet at. Morbi rhoncus metus et viverra eleifend.",0
599,86,3.0,0:33:15,2018-05-17 02:51:15,"Jacksonville, FL",IMG0318,"Sed tincidunt et tellus eget suscipit. Morbi congue eleifend augue, ac dignissim velit mollis vel. Morbi rhoncus metus et viverra eleifend.",0
600,83,9.3,1:39:59,2019-09-30 10:34:49,"Pittsburgh, PA",IMG0319,"Pellentesque venenatis nisi dolor, in dictum arcu accumsan nec. Maecenas interdum porttitor urna ac dapibus. Sed eget vehicula nisi, id cursus risus. In pharetra leo non nibh auctor, sit amet dictum lacus vestibulum.",0
601,16,5.5,0:51:58,2018-03-06 22:11:22,"Whitestone, NY",,"Phasellus aliquam pharetra mauris at consequat. Sed nunc felis, varius nec diam viverra, tempus vulputate mauris. Donec et est at tortor vulputate tempus. Vivamus hendrerit diam ac venenatis consectetur.",0
602,40,14.1,2:24:03,2019-02-07 17:28:23,"Phoenix, AZ",IMG0320,"Proin sed imperdiet mauris. Vivamus nibh ante, dapibus nec mauris nec, elementum ornare purus.",0
603,7,11.7,1:49:59,2018-06-27 23:15:12,"Gainesville, FL",IMG0321,In hac habitasse platea dictumst.,0
604,21,7.2,0:52:12,2020-02-10 05:01:44,"Minneapolis, MN",,,0
605,20,7.8,1:14:37,2019-10-28 12:22:25,"Grand Rapids, MI",IMG0322,"Lorem ipsum dolor sit amet, consectetur adipiscing elit.",0
606,53,11.6,1:55:14,2018-07-21 12:16:53,"Fairhope, AL",,"Nulla nisl orci, malesuada quis mi id, consequat efficitur ante. Integer commodo tincidunt felis, id scelerisque ipsum pulvinar non. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam ac ornare ipsum, in mollis ipsum.",0
607,1,5.4,0:42:07,2018-07-17 00:38:51,"Los Angeles, CA",,"Nunc vehicula placerat orci ac congue. Aliquam mi felis, consequat ut justo vitae, bibendum maximus tellus. In felis felis, auctor vitae ipsum in, malesuada dapibus velit. Fusce dignissim vel nunc in dictum.",0
608,34,11.6,2:06:03,2020-02-19 07:57:30,"Dallas, TX",,Nullam fermentum imperdiet molestie. Donec vitae mauris arcu.,0
609,24,0.8,0:06:48,2019-05-29 21:32:20,"Fort Lauderdale, FL",IMG0323,"Donec vitae pharetra dui. Cras id diam maximus, mattis velit nec, convallis justo. Fusce porta, lectus id sagittis placerat, mi lorem placerat diam, in condimentum tortor nunc eu risus. Pellentesque tincidunt pharetra magna, non maximus eros congue nec.",0
610,99,14.0,1:26:06,2019-04-10 02:19:19,"Southfield, MI",,,0
611,44,1.1,0:14:05,2019-01-05 22:44:29,"Long Beach, CA",IMG0324,Suspendisse potenti. Morbi scelerisque hendrerit pretium. Praesent at elit a ante cursus mollis id et erat.,0
612,11,4.9,0:48:26,2018-12-01 09:23:12,"Cincinnati, OH",IMG0325,,0
613,83,14.4,2:55:12,2019-10-28 20:02:45,"Minneapolis, MN",IMG0326,"Morbi mollis convallis quam, tristique ultrices urna pharetra sit amet. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam nec libero sed risus vehicula vulputate.",0
614,57,6.7,0:58:31,2018-12-30 14:31:29,"San Luis Obispo, CA",,Aliquam imperdiet tempus purus vitae tempor. Duis congue elementum consectetur.,0
615,82,12.3,2:15:30,2018-12-23 08:14:12,"Roanoke Rapids, NC",,Praesent eu hendrerit justo.,0
616,20,7.8,1:27:53,2019-03-18 08:41:05,"York, PA",IMG0327,"Nullam fermentum imperdiet molestie. Cras id diam tortor. Sed pharetra, tortor nec elementum molestie, ipsum lorem commodo orci, non finibus lorem eros quis nulla. Vestibulum ultrices quam ultricies, dictum dolor at, tempor elit. Aenean aliquet nisl erat, vel molestie neque congue sed.",0
617,58,1.1,0:08:55,2019-11-06 01:35:16,"Seattle, WA",IMG0328,Duis vel sem quis diam cursus ornare. Praesent eu hendrerit justo. Cras egestas sit amet ligula a dapibus. Nullam mollis ex non malesuada tempor. Sed et lacus ac ligula congue posuere eu ut risus.,0
618,43,14.3,1:27:57,2018-03-04 01:17:48,"Hinton, OK",IMG0329,"Vivamus tincidunt dignissim dolor, a scelerisque massa placerat vitae. Proin convallis tincidunt velit, non consectetur elit ornare vel. Aliquam mi felis, consequat ut justo vitae, bibendum maximus tellus.",0
619,13,10.8,2:09:25,2018-03-06 15:11:38,"Linesville, PA",,,0
620,66,4.0,0:30:32,2019-11-01 12:12:00,"Sheboygan Falls, WI",IMG0330,"Sed mauris eros, facilisis finibus ante eu, gravida congue nibh. Vestibulum erat nunc, faucibus nec fermentum et, vestibulum sit amet orci. Morbi luctus eleifend orci, ac sodales orci blandit eget. Cras dapibus justo non dolor rhoncus gravida.",0
621,9,8.0,1:28:40,2018-06-06 13:42:03,"Oklahoma City, OK",,"Nulla mollis felis nibh, fermentum accumsan leo malesuada a. Fusce ac lectus. Mauris lacus nulla, mollis vel felis eu, pretium convallis velit.",0
622,97,4.9,0:57:05,2018-12-13 18:30:09,"Maitland, FL",,"Aliquam mi felis, consequat ut justo vitae, bibendum maximus tellus. Vestibulum vitae ullamcorper mi. Aenean aliquet nisl erat, vel molestie neque congue sed. Integer erat nunc, tempor ac convallis at, placerat vel augue.",0
623,15,3.5,0:32:50,2018-03-17 09:27:23,"East Lansing, MI",,"Donec ac porta turpis. Praesent at nunc fringilla, efficitur ipsum dapibus, auctor tellus.",0
624,23,7.2,1:09:07,2018-06-29 13:04:36,"Sioux Falls, SD",IMG0331,,0
625,1,3.6,0:27:50,2018-01-04 19:19:15,"Tampa, FL",IMG0332,Integer euismod in magna in auctor. Maecenas interdum varius imperdiet.,0
626,78,14.9,2:53:35,2019-08-26 15:15:46,"Norcross, GA",,"In tincidunt velit pretium, sodales lectus eu, lobortis sapien. Vestibulum volutpat pharetra purus quis aliquam. Cras dapibus justo non dolor rhoncus gravida. Sed ex mauris, maximus nec scelerisque eget, ultrices sit amet ex. In maximus velit dui, venenatis iaculis tellus hendrerit eu.",0
627,21,7.7,1:31:38,2019-09-14 06:02:46,"Arlington, VA",,"Vivamus sagittis massa et turpis elementum, nec dictum augue sodales. Donec ac porta turpis.",0
628,23,10.1,1:54:18,2019-12-27 14:29:46,"Roger Mills, TX",,"Etiam blandit, arcu ut pharetra molestie, tortor felis pulvinar purus, sit amet egestas justo dolor eget nibh. Sed id pellentesque arcu. Morbi scelerisque hendrerit pretium. Aenean blandit massa eget aliquam ultrices.",0
629,89,3.6,0:37:08,2018-12-10 04:02:21,"Akron, OH",IMG0333,"Phasellus aliquam pharetra mauris at consequat. Praesent elementum est ligula, vel cursus augue finibus eu. Quisque efficitur diam ornare, vestibulum tellus vel, finibus nibh. Nunc dui nulla, dignissim nec risus eu, pharetra faucibus tortor. Cras pellentesque leo risus, et volutpat orci mollis et.",0
630,14,5.1,0:45:08,2019-10-25 06:32:35,"Coos Bay, OR",IMG0334,"Ut pretium, nisi ac facilisis cursus, purus ante pellentesque odio, eget consequat risus ante ut nisl. Nunc convallis magna ut eros molestie pellentesque. Aenean luctus est eu neque ultrices iaculis. Cras id diam maximus, mattis velit nec, convallis justo. Nulla a nisl et lorem lacinia pellentesque vitae a lectus.",0
631,12,8.1,1:11:09,2019-08-31 22:55:31,"Indianapolis, IN",,Maecenas faucibus eros ultrices leo fringilla gravida. Suspendisse condimentum sed nisi et porttitor.,0
